0.0	-0.06	
1.0E-4	-0.05993	
2.0E-4	-0.05986098	
3.0E-4	-0.05979291	
4.0E-4	-0.059725776	
5.0E-4	-0.05965956	
6.0E-4	-0.05959424	
7.0E-4	-0.0595298	
8.0E-4	-0.05946622	
9.0E-4	-0.059403483	
0.001	-0.05934157	
0.0011	-0.059280466	
0.0012	-0.059220158	
0.0013	-0.05916062	
0.0014	-0.05910185	
0.0015	-0.05904382	
0.0016	-0.05898653	
0.0017	-0.05892995	
0.0018	-0.058874078	
0.0019	-0.058818895	
0.002	-0.058764387	
0.0021	-0.058710545	
0.0022	-0.058657356	
0.0023	-0.058604803	
0.0024	-0.058552876	
0.0025	-0.058501568	
0.0026	-0.058450863	
0.0027	-0.05840075	
0.0028	-0.058351222	
0.0029	-0.058302265	
0.003	-0.058253866	
0.0031	-0.05820602	
0.0032	-0.058158718	
0.0033	-0.058111943	
0.0034	-0.058065694	
0.0035	-0.058019955	
0.0036	-0.057974722	
0.0037	-0.057929985	
0.0038	-0.057885733	
0.0039	-0.057841957	
0.004	-0.057798654	
0.0041	-0.057755813	
0.0042	-0.057713427	
0.0043	-0.057671484	
0.0044	-0.05762998	
0.0045	-0.05758891	
0.0046	-0.057548262	
0.0047	-0.057508033	
0.0048	-0.057468213	
0.0049	-0.0574288	
0.005	-0.05738978	
0.0051	-0.057351153	
0.0052	-0.05731291	
0.0053	-0.057275042	
0.0054	-0.057237547	
0.0055	-0.05720042	
0.0056	-0.057163652	
0.0057	-0.057127237	
0.0058	-0.057091173	
0.0059	-0.05705545	
0.006	-0.057020064	
0.0061	-0.056985013	
0.0062	-0.05695029	
0.0063	-0.056915887	
0.0064	-0.056881804	
0.0065	-0.05684803	
0.0066	-0.056814566	
0.0067	-0.056781407	
0.0068	-0.056748543	
0.0069	-0.056715976	
0.007	-0.056683697	
0.0071	-0.0566517	
0.0072	-0.056619987	
0.0073	-0.056588553	
0.0074	-0.056557387	
0.0075	-0.056526493	
0.0076	-0.056495864	
0.0077	-0.05646549	
0.0078	-0.05643538	
0.0079	-0.056405522	
0.008	-0.05637591	
0.0081	-0.056346547	
0.0082	-0.056317426	
0.0083	-0.056288544	
0.0084	-0.056259897	
0.0085	-0.056231484	
0.0086	-0.0562033	
0.0087	-0.05617534	
0.0088	-0.0561476	
0.0089	-0.056120083	
0.009	-0.056092784	
0.0091	-0.056065693	
0.0092	-0.056038816	
0.0093	-0.056012146	
0.0094	-0.05598568	
0.0095	-0.05595942	
0.0096	-0.055933353	
0.0097	-0.055907488	
0.0098	-0.055881813	
0.0099	-0.05585633	
0.01	-0.055831034	
0.0101	-0.055805925	
0.0102	-0.055781	
0.0103	-0.055756256	
0.0104	-0.055731688	
0.0105	-0.0557073	
0.0106	-0.055683084	
0.0107	-0.05565904	
0.0108	-0.055635165	
0.0109	-0.055611458	
0.011	-0.055587914	
0.0111	-0.055564534	
0.0112	-0.055541314	
0.0113	-0.05551825	
0.0114	-0.055495348	
0.0115	-0.055472597	
0.0116	-0.05545	
0.0117	-0.05542755	
0.0118	-0.055405255	
0.0119	-0.0553831	
0.012	-0.055361096	
0.0121	-0.055339232	
0.0122	-0.05531751	
0.0123	-0.055295926	
0.0124	-0.05527448	
0.0125	-0.05525317	
0.0126	-0.055231992	
0.0127	-0.055210948	
0.0128	-0.055190038	
0.0129	-0.055169255	
0.013	-0.055148598	
0.0131	-0.055128068	
0.0132	-0.055107664	
0.0133	-0.05508738	
0.0134	-0.055067223	
0.0135	-0.05504718	
0.0136	-0.055027258	
0.0137	-0.055007454	
0.0138	-0.054987762	
0.0139	-0.05496819	
0.014	-0.054948725	
0.0141	-0.054929376	
0.0142	-0.054910135	
0.0143	-0.054891	
0.0144	-0.054871976	
0.0145	-0.05485306	
0.0146	-0.054834247	
0.0147	-0.054815535	
0.0148	-0.05479693	
0.0149	-0.054778423	
0.015	-0.054760017	
0.0151	-0.05474171	
0.0152	-0.0547235	
0.0153	-0.054705385	
0.0154	-0.05468737	
0.0155	-0.054669447	
0.0156	-0.054651614	
0.0157	-0.05463388	
0.0158	-0.05461623	
0.0159	-0.054598674	
0.016	-0.054581203	
0.0161	-0.054563824	
0.0162	-0.05454653	
0.0163	-0.05452932	
0.0164	-0.0545122	
0.0165	-0.05449516	
0.0166	-0.054478202	
0.0167	-0.054461326	
0.0168	-0.054444533	
0.0169	-0.05442782	
0.017	-0.054411188	
0.0171	-0.05439463	
0.0172	-0.054378152	
0.0173	-0.05436175	
0.0174	-0.05434542	
0.0175	-0.05432917	
0.0176	-0.054312993	
0.0177	-0.05429689	
0.0178	-0.054280855	
0.0179	-0.054264892	
